CarCount,BikeCount,BusCount,TruckCount,Weighted_Traffic_Index,Clearance_Time_min,Clearance_Distance_km,Estimated_Flow_Speed_kmph,EV_Distance_From_Signal_km,Cycle_Position_sec,Current_Signal_State,Queue_Length_m,CarCount_noisy,BikeCount_noisy,BusCount_noisy,TruckCount_noisy,Weighted_Traffic_Index_noisy,Estimated_Flow_Speed_kmph_noisy,Driver_Reaction_Delay_s,Avg_Vehicle_Length_m,Vehicles_In_Queue_est,Saturation_Flow_veh_per_s,Bottleneck_Factor,Truck_Penalty_s,Clearance_Time_model_s_no_noise,Clearance_Time_model_s,Clearance_Time_model_min,Clearance_Distance_model_km,Clearance_Distance_km_final,Clearance_Time_min_final
105,38,23,5,168.5,11.23,7.49,14.725,2.941642626,20,Red,202.2,110,33,25,5,182.74,12.82,0.437,5.141040462,33,0.5799,0.85,0.018181818,67.40384437,65.072,1.085,0.7144,1.7307,2.747
125,35,37,5,208,13.87,9.24,8.8,3.772492027,137,Green,249.6,126,32,34,6,177.76,9.76,0.3,5.407070707,39,0.4232,0.85,0.018461538,108.7361197,95.92,1.599,1.1414,2.3562,3.458
127,36,42,9,226,15.07,10.04,6.1,1.859401411,160,Green,271.2,137,32,37,10,247.48,5.71,1.845,5.560648148,41,0.2416,0.65,0.029268293,262.9542479,283.675,4.728,3.1523,3.4967,4.999
129,22,25,9,195.5,13.03,8.69,10.675,1.891745425,37,Red,234.6,130,25,25,8,183.8,11.04,1.086,5.324468085,37,0.485,0.85,0.025945946,90.86331041,100.381,1.673,1.1395,2.2721,3.252
121,39,47,8,227,15.13,10.09,5.95,3.180630435,19,Red,272.4,134,42,40,7,203.14,6.81,0.63,5.392825112,43,0.2957,0.85,0.019534884,171.7291267,176.231,2.937,1.997,2.4017,3.521
138,29,42,9,233.5,15.57,10.38,5,0.86386886,123,Green,280.2,140,33,37,8,214.33,5.14,1.181,5.469724771,43,0.2208,0.85,0.022325581,230.3167101,206.91,3.448,2.1638,2.5746,3.648
119,26,21,5,173.5,11.57,7.71,13.975,4.709801357,164,Orange,208.2,121,26,23,5,171.86,14.92,1.076,5.167428571,34,0.6719,0.85,0.017647059,60.62631561,51.809,0.863,0.5656,1.6373,2.459
138,17,48,8,234.5,15.63,10.42,5,2.286910992,105,Red,281.4,154,16,52,8,229.21,4.92,1.248,6.042608696,40,0.194,0.65,0.024,318.4805646,337.666,5.628,3.8761,4.2033,6.088
72,12,14,32,163,10.87,7.24,15.55,2.710906402,150,Green,195.6,70,13,16,35,152.68,13.5,1.484,6.973134328,25,0.4703,0.85,0.168,64.19030471,65.156,1.086,0.7786,1.7478,2.628
92,23,20,30,193.5,12.9,8.6,10.975,4.761444743,21,Red,232.2,82,22,22,34,174.47,11.95,0.884,6.61625,30,0.436,0.85,0.136,81.96981112,85.678,1.428,0.9014,2.0562,2.951
94,17,11,24,167,11.13,7.42,14.95,0.818190167,121,Green,200.4,81,16,12,25,180.14,12.86,0.648,6.158955224,28,0.4992,0.85,0.107142857,66.74307649,73.014,1.217,0.7996,1.7927,2.666
102,25,12,24,180.5,12.03,8.02,12.925,3.539358339,11,Red,216.6,110,23,10,20,207.04,13.7,1.331,5.43803681,34,0.5912,0.85,0.070588235,69.06058688,67.698,1.128,0.7035,1.0693,1.623
71,23,17,14,136,9.07,6.04,19.6,3.981017745,77,Red,163.2,74,20,18,13,147.33,16.79,1.321,5.784,24,0.6877,1,0.065,36.28493849,32.198,0.537,0.343,1.1976,1.702
58,5,19,25,139,9.27,6.18,19.15,2.981834154,18,Red,166.8,62,5,21,22,130.49,21.23,1.04,7.118181818,21,0.7265,1,0.125714286,30.07142661,34.041,0.567,0.3708,1.2422,1.841
93,22,18,10,151,10.07,6.71,17.35,0.236577679,100,Red,181.2,85,21,20,10,139.44,15.57,1.871,5.590441176,27,0.6562,1,0.044444444,43.06143652,43.646,0.727,0.4881,1.4214,2.082
59,23,10,35,155.5,10.37,6.91,16.675,4.785343876,10,Red,186.6,53,24,10,35,142.33,16.75,0.825,6.653278689,24,0.6078,1,0.175,40.48667325,41.887,0.698,0.4453,1.415,2.056
57,20,10,20,122,8.13,5.42,21.7,1.006785857,22,Red,146.4,49,17,9,17,108.7,22.33,0.64,6.022826087,21,0.8833,1,0.097142857,24.51162491,27.699,0.462,0.2944,2.3446,3.561
96,9,18,25,177.5,11.83,7.89,13.375,4.163027784,113,Red,213,92,8,20,24,180.23,13.2,1.167,6.502777778,28,0.4889,0.85,0.102857143,68.64800497,77.536,1.292,0.8998,1.9483,2.954
104,12,16,20,174,11.6,7.73,13.9,3.976536483,118,Red,208.8,107,13,17,18,179.5,13.24,0.73,5.857419355,30,0.5362,0.85,0.072,66.62467372,68.066,1.134,0.8123,1.85,2.819
104,22,17,23,186.5,12.43,8.29,12.025,3.150596554,75,Red,223.8,101,20,19,24,198,11.91,1.198,6.021341463,32,0.4711,0.85,0.09,81.20109451,76.271,1.271,0.8235,1.9435,2.796
88,8,11,29,166.5,11.1,7.4,15.025,0.107049019,6,Red,199.8,86,8,10,29,175.5,14.17,0.667,6.461654135,27,0.5277,0.85,0.128888889,60.99051819,70.086,1.168,0.8022,1.7919,2.619
20,3,0,16,53.5,3.57,2.38,31.975,1.292220192,100,Red,64.2,22,3,0,16,50.17,31.38,0.84,7.229268293,8,1.0593,1,0.24,8.632157085,9.1,0.152,0.0972,1.0103,1.463
17,2,1,30,79.5,5.3,3.53,28.075,1.180573216,63,Red,95.4,16,2,1,29,75.45,26.89,1.756,9.054166667,9,0.7428,1,0.386666667,14.25898331,13.867,0.231,0.1646,1.5108,2.277
17,4,0,23,65,4.33,2.89,30.25,3.917065493,155,Green,78,17,3,0,26,68.54,30.85,0.838,8.563043478,8,0.8961,1,0.39,10.15557505,10.338,0.172,0.118,1.2268,1.832
15,5,0,21,59.5,3.97,2.64,31.075,3.888274151,160,Green,71.4,16,5,0,19,56.81,28.63,0.68,7.725,8,0.9116,1,0.285,9.74077885,9.495,0.158,0.1106,1.1224,1.649
10,0,1,31,73.5,4.9,3.27,28.975,3.064709477,39,Red,88.2,10,0,1,31,67.16,33.22,1.468,10.19047619,8,0.8247,1,0.465,11.63349715,12.989,0.216,0.1339,1.3883,2.154
11,1,1,19,51,3.4,2.27,32.35,1.755018885,107,Red,61.2,11,1,1,20,49.08,32.36,0.58,9.160606061,6,0.8846,1,0.4,7.762726656,7.722,0.129,0.0872,0.9603,1.37
12,2,0,29,71,4.73,3.16,29.35,2.022928003,39,Red,85.2,13,2,0,29,66.15,26.66,0.723,9.320454545,8,0.7175,1,0.435,12.30782578,13.502,0.225,0.1507,1.3544,2.147
11,0,1,11,34.5,2.3,1.53,34.825,4.406759378,109,Red,41.4,12,0,1,12,30.24,34.59,1.231,8.36,4,1.0264,1,0.36,5.488116134,6.048,0.101,0.065,0.651,0.932
18,4,1,28,77.5,5.17,3.44,28.375,3.883774594,51,Red,93,16,4,1,27,85.18,31.49,1.375,8.629166667,10,0.9085,1,0.324,12.70615465,13.942,0.232,0.149,1.4654,2.27
13,3,0,26,66.5,4.43,2.96,30.025,0.846737615,85,Red,79.8,15,3,0,26,73.54,25.72,1.488,8.747727273,8,0.7329,1,0.39,12.793541,13.646,0.227,0.1536,1.2762,1.884
16,3,0,34,85.5,5.7,3.8,27.175,4.503849497,10,Red,102.6,16,3,0,30,78.31,28.64,0.701,8.926530612,10,0.8014,1,0.36,13.53916321,14.981,0.25,0.172,1.6232,2.542
16,4,0,35,88,5.87,3.91,26.8,2.284548848,133,Green,105.6,15,4,0,36,76.51,27.19,1.238,9.212727273,10,0.7394,1,0.432,15.19447931,14.68,0.245,0.1509,1.6545,2.355
20,2,1,33,88.5,5.9,3.93,26.725,1.185804561,33,Red,106.2,20,2,1,31,94.84,24.08,0.814,8.825925926,11,0.6806,1,0.338181818,17.31439163,15.313,0.255,0.172,1.6752,2.475
14,4,1,28,73.5,4.9,3.27,28.975,2.115131632,65,Red,88.2,16,4,1,25,67.14,31.73,0.758,8.482608696,9,0.9296,1,0.333333333,10.77291681,11.88,0.198,0.125,1.383,2.034
11,4,1,19,52.5,3.5,2.33,32.125,1.342611195,24,Red,63,11,3,1,19,50.82,30.86,1.481,8.644117647,7,0.8889,1,0.325714286,9.681615849,9.676,0.161,0.1013,0.9928,1.577
19,4,0,17,55,3.67,2.44,31.75,3.842884382,164,Orange,66,18,4,0,17,47.81,29.79,0.78,7.492307692,8,0.9743,1,0.255,9.246023299,8.212,0.137,0.093,1.0318,1.638
18,3,1,26,73,4.87,3.24,29.05,1.478465971,9,Red,87.6,19,3,1,23,67.01,31.91,1.111,8.215217391,10,0.9619,1,0.276,11.78309107,10.423,0.174,0.1123,1.3634,1.969
10,1,1,21,54,3.6,2.4,31.9,1.047050297,109,Red,64.8,9,1,1,22,58.75,33.23,1.062,9.615151515,6,0.8695,1,0.44,8.402517539,7.544,0.126,0.083,1.0098,1.538
20,5,1,40,104,6.93,4.62,24.4,4.222962456,136,Green,124.8,17,4,1,41,113.5,27.32,0.572,9.312698413,12,0.7358,1,0.41,17.29077956,18.593,0.31,0.202,1.9692,2.966
11,5,0,37,87.5,5.83,3.89,26.875,0.363224472,40,Red,105,10,5,0,34,79.81,27.92,1.386,9.428571429,10,0.7437,1,0.408,15.2402821,16.204,0.27,0.1843,1.6666,2.396
15,4,1,29,76.5,5.1,3.4,28.525,0.255944049,28,Red,91.8,13,4,1,29,72.73,30.59,1.224,9.036170213,9,0.8465,1,0.386666667,12.24268084,11.155,0.186,0.1234,1.434,2.065
16,2,1,27,72.5,4.83,3.22,29.125,4.337224911,76,Red,87,14,2,1,29,64.54,32.06,0.3,9.252173913,8,0.8688,1,0.435,9.943103131,10.978,0.183,0.131,1.3666,2.17
10,3,1,23,59,3.93,2.62,31.15,4.890349286,71,Red,70.8,9,3,1,23,51.46,26.99,1.111,9.247222222,7,0.7316,1,0.394285714,11.0733557,10.347,0.172,0.1123,1.1154,1.664
16,5,1,31,82,5.47,3.64,27.7,3.07812774,102,Red,98.4,17,5,1,30,94.11,29.99,0.691,8.613207547,10,0.8667,1,0.36,12.58901777,13.696,0.228,0.158,1.5508,2.222
20,0,1,30,81.5,5.43,3.62,27.775,2.621902395,103,Red,97.8,18,0,1,28,85.3,28.72,1.439,9.106382979,10,0.7894,1,0.336,14.442849,14.394,0.24,0.1537,1.5402,2.231
61,4,5,17,104.5,6.97,4.64,24.325,2.107616109,145,Green,125.4,58,4,4,18,105.82,21.18,0.422,6.288095238,17,0.8074,1,0.127058824,21.60429786,23.105,0.385,0.2571,2.0103,2.932
91,8,6,2,108,7.2,4.8,23.8,0.546251786,142,Green,129.6,102,8,6,2,116.6,23.86,0.857,4.774576271,22,1.1478,1,0.010909091,20.03501137,19.322,0.322,0.2165,2.0499,3.079
94,4,5,2,107.5,7.17,4.78,23.875,4.754238019,107,Red,129,93,4,5,2,118.47,20.88,1.145,4.852884615,22,0.9912,1,0.010909091,23.3512279,22.28,0.371,0.2408,2.0565,3.024
117,8,6,16,162,10.8,7.2,15.7,2.810644564,106,Red,194.4,123,9,5,14,176.91,16.81,1.022,5.249668874,31,0.7472,0.85,0.054193548,49.88586731,54.995,0.917,0.6083,1.5971,2.383
111,14,10,14,161,10.73,7.16,15.85,1.631000729,79,Red,193.2,100,16,10,14,137.65,16.07,1.305,5.405714286,30,0.6969,1,0.056,44.40878304,38.218,0.637,0.4096,1.4222,2.048
91,2,3,5,106.5,7.1,4.73,24.025,4.799250039,88,Red,127.8,83,2,3,6,96.49,27.29,0.393,5.128723404,21,1.2371,1,0.034285714,17.40246961,19.881,0.331,0.2034,2.014,2.958
96,9,1,16,134,8.93,5.96,19.9,2.706859302,33,Red,160.8,83,9,1,14,140.23,18.01,1.661,5.314953271,25,0.7921,1,0.0672,33.28987151,34.77,0.58,0.3688,1.2075,1.718
134,15,42,5,214.5,14.3,9.53,7.825,4.225691939,136,Green,257.4,121,14,43,6,206.51,8.07,1.21,6.058152174,36,0.3178,0.85,0.02,134.4991667,131.775,2.196,1.511,1.912,3.002
121,35,39,4,205,13.67,9.11,9.25,4.738719649,82,Red,246,113,35,33,5,234.67,8.45,1.544,5.346774194,39,0.3698,0.65,0.015384615,163.8092494,170.102,2.835,1.972,2.3289,3.367
118,40,40,3,204,13.6,9.07,9.4,3.595763599,127,Green,244.8,107,43,43,3,214.12,9.72,1.35,5.448469388,38,0.4188,0.85,0.009473684,108.1070438,95.872,1.598,1.0278,1.4299,2.211
115,17,40,1,185.5,12.37,8.24,12.175,2.928282375,77,Red,222.6,101,17,43,1,210.91,12.99,0.995,5.988271605,32,0.5163,0.85,0.00375,73.91577271,74.227,1.237,0.8126,1.184,1.744
106,22,37,0,172.5,11.5,7.67,14.125,2.424943342,39,Red,207,94,22,36,0,157.05,15.07,0.486,5.648684211,31,0.6295,0.85,0,58.42180339,66.924,1.115,0.6886,1.7358,2.596
147,26,40,0,220,14.67,9.78,7,3.559372226,43,Red,264,145,29,35,0,244.02,7.66,0.775,5.213875598,42,0.3425,0.65,0,189.4330573,174.388,2.906,1.8561,2.2523,3.294
102,13,31,2,159,10.6,7.07,16.15,1.963589438,73,Red,190.8,93,12,33,2,150.48,17.86,1.636,5.907857143,28,0.7183,0.85,0.008571429,47.50448577,50.672,0.845,0.5882,1.5605,2.396
102,12,24,3,150,10,6.67,17.5,4.947704856,133,Green,180,98,13,27,3,172.03,15.28,1.554,5.655319149,27,0.6378,0.85,0.013333333,51.37088599,50.369,0.839,0.5691,1.4842,2.318
130,40,31,2,200.5,13.37,8.91,9.925,2.599513847,141,Green,240.6,130,39,29,2,179.91,9.46,0.752,4.991,40,0.4385,0.85,0.006,108.0757275,113.019,1.884,1.1966,2.3536,3.44
102,17,33,0,160,10.67,7.11,16,3.463523164,107,Red,192,108,16,31,0,160.78,16.9,0.3,5.521290323,29,0.7198,0.85,0,47.69878724,43.476,0.725,0.4643,1.4612,2.124
105,13,48,5,193.5,12.9,8.6,10.975,3.507071308,139,Green,232.2,90,13,43,4,210.5,10.97,0.915,6.329333333,32,0.4158,0.85,0.015,91.47126701,90.661,1.511,1.0584,1.4355,2.2
129,24,25,0,178.5,11.9,7.93,13.225,4.525703124,71,Red,214.2,141,26,26,0,174.89,12,0.885,5.011917098,36,0.5544,0.85,0,77.27919404,88.41,1.474,0.9366,1.9856,2.869
117,11,45,0,190,12.67,8.44,11.5,2.645410804,46,Red,228,121,10,40,0,188.18,11.68,0.9,5.862573099,33,0.4728,0.85,0,83.0140639,75.425,1.257,0.8158,1.9594,2.988
74,14,23,21,157.5,10.5,7,16.375,2.033842437,53,Red,189,65,13,22,20,180.48,15.92,1.211,6.649166667,25,0.5781,0.85,0.096,52.18360388,54.32,0.905,0.6194,1.5765,2.25
80,14,35,18,175.5,11.7,7.8,13.675,3.889938863,36,Red,210.6,89,16,37,17,171.57,13.22,1.35,6.542767296,28,0.487,0.85,0.072857143,69.06387659,70.63,1.177,0.7925,1.8436,2.805
31,7,34,24,133.5,8.9,5.93,19.975,2.624339741,134,Green,160.2,35,6,35,24,137.67,21.83,1.396,8.413,17,0.6442,1,0.169411765,27.95473185,28.5,0.475,0.3147,1.157,1.738
18,15,9,15,69,4.6,3.07,29.65,0.616113508,146,Green,82.8,16,15,9,14,59.78,28.83,1.178,6.777777778,11,1.0296,1,0.152727273,12.01448796,12.429,0.207,0.1469,1.3161,1.883
15,10,23,20,94.5,6.3,4.2,25.825,3.579166063,26,Red,113.4,14,10,22,18,104.2,22.16,0.3,8.421875,12,0.6532,1,0.18,18.85109614,18.864,0.314,0.2002,1.8001,2.748
37,18,8,16,90,6,4,26.5,1.563711702,2,Red,108,40,18,8,14,94,22.99,0.864,5.855,16,0.9315,1,0.105,18.14559689,15.516,0.259,0.1791,1.7075,2.545
10,7,5,14,49,3.27,2.18,32.65,4.709587066,51,Red,58.8,11,7,4,12,47.59,36.14,1.922,7.355882353,7,1.2014,1,0.205714286,7.954249994,8.909,0.148,0.0936,0.9282,1.345
54,6,15,23,125.5,8.37,5.58,21.175,1.561097265,125,Green,150.6,49,6,13,23,107.28,24.1,1.15,7.146153846,18,0.8218,1,0.153333333,23.20647278,25.483,0.425,0.2884,2.405,3.544
34,7,5,24,93,6.2,4.13,26.05,3.31177105,72,Red,111.6,31,7,6,27,95.56,27.52,1.147,7.635211268,13,0.8853,1,0.249230769,16.08051858,14.509,0.242,0.1708,1.7545,2.629
50,7,8,21,107.5,7.17,4.78,23.875,2.904202387,25,Red,129,48,7,7,19,91.78,22.9,1.144,6.587654321,17,0.8385,1,0.134117647,21.55241699,20.992,0.35,0.2317,2.051,2.926
44,9,10,24,111.5,7.43,4.96,23.275,0.817087112,72,Red,133.8,44,9,11,27,94.82,26.34,1.166,7.243956044,16,0.8874,1,0.2025,19.39870059,20.973,0.35,0.2414,2.1288,3.369
63,8,15,24,137.5,9.17,6.11,19.375,3.719067577,117,Red,165,65,7,17,26,142.29,20.32,0.3,6.992173913,21,0.7063,1,0.148571429,30.18097975,34.528,0.575,0.4033,1.2593,1.926
56,6,6,29,126,8.4,5.6,21.1,3.888325815,154,Green,151.2,54,6,6,30,114.24,23.28,0.904,7.08125,19,0.8002,1,0.189473684,24.83753767,28.199,0.47,0.2951,2.4171,3.453
69,5,13,27,145,9.67,6.44,18.25,3.04715444,111,Red,174,68,5,12,28,131.6,19.71,0.985,6.92920354,22,0.6903,1,0.152727273,33.00792863,36.963,0.616,0.4242,1.3266,2.067
39,5,3,30,106,7.07,4.71,24.1,3.602761478,95,Red,127.2,42,5,3,33,110.87,23.23,1.513,7.554216867,15,0.7542,1,0.264,21.66562371,19.445,0.324,0.2306,2.0224,2.969
61,10,14,24,135,9,6,19.75,4.763208252,87,Red,162,53,9,16,21,116.92,19.62,1.019,6.895959596,21,0.6904,1,0.12,31.55614948,35.48,0.591,0.399,2.6394,4.005
61,30,5,20,123.5,8.23,5.49,21.475,3.615130812,12,Red,148.2,56,27,6,20,116.59,19.45,0.341,5.565137615,23,0.8231,1,0.104347826,28.38848961,31.612,0.527,0.3336,2.3962,3.498
20,17,9,5,52,3.47,2.31,32.2,1.617512258,148,Green,62.4,21,19,10,5,46.53,30.19,1.172,5.430909091,10,1.3041,1,0.06,8.90012361,8.572,0.143,0.0896,0.9778,1.508
70,22,38,7,152,10.13,6.76,17.2,0.743177194,40,Red,182.4,78,21,33,7,155.66,18.64,0.678,6.01294964,26,0.7381,0.85,0.032307692,42.15216556,40.818,0.68,0.4361,1.3847,2.133
25,30,31,9,104.5,6.97,4.64,24.325,3.350893712,83,Red,125.4,25,34,33,10,109.57,27.2,0.513,6.438235294,17,1.0158,1,0.070588235,17.3191661,17.111,0.285,0.1781,1.9629,2.963
23,13,12,6,59.5,3.97,2.64,31.075,2.520098095,131,Green,71.4,23,15,12,5,63.45,33.17,0.666,5.863636364,10,1.3423,1,0.06,8.175899426,8.559,0.143,0.0953,1.1132,1.618
105,30,24,8,172,11.47,7.64,14.2,0.1827902,64,Red,206.4,93,31,24,8,159.37,14.05,1.217,5.348076923,33,0.6149,0.85,0.029090909,64.38404734,59.765,0.996,0.6183,1.6716,2.433
107,10,6,6,133,8.87,5.91,20.05,4.439134677,115,Red,159.6,105,9,5,6,116.61,17.56,1.504,4.9256,27,0.8233,1,0.026666667,34.32551666,29.413,0.49,0.3123,2.5514,3.773
40,20,36,7,118,7.87,5.24,22.3,3.692432013,72,Red,141.6,40,19,33,7,103.09,19.34,1.193,6.678787879,18,0.6995,1,0.046666667,26.97233286,24.069,0.401,0.2649,2.2549,3.238
74,18,37,11,160.5,10.7,7.13,15.925,4.731353141,95,Red,192.6,68,20,40,10,156.94,15.32,1.253,6.536231884,26,0.5648,0.85,0.046153846,55.45679424,54.461,0.908,0.6026,1.5817,2.326
62,15,8,11,103.5,6.9,4.6,24.475,3.542124108,50,Red,124.2,58,14,8,11,117.34,24.21,1.189,5.562637363,19,1.0247,1,0.069473684,19.80048598,18.506,0.308,0.2078,1.9647,3.012
81,20,14,12,136,9.07,6.04,19.6,0.215408282,130,Green,163.2,78,18,13,13,124.48,20.24,1.041,5.593442623,25,0.8528,1,0.0624,30.418597,32.832,0.547,0.3768,1.2263,1.912
111,32,43,5,201.5,13.43,8.96,9.775,2.968966854,97,Red,241.8,95,33,42,5,186.8,8.33,1.279,5.765142857,36,0.3419,0.85,0.016666667,125.1708968,110.402,1.84,1.1378,2.3111,3.397
145,12,41,6,224.5,14.97,9.98,6.325,1.526052853,27,Red,269.4,137,13,45,7,197.62,7.25,0.3,6.034158416,38,0.2865,0.85,0.022105263,156.3635794,175.946,2.932,1.8238,3.0472,4.425
139,11,20,7,188.5,12.57,8.38,11.725,2.70273098,60,Red,226.2,127,12,21,7,194.47,11.25,1.044,5.437724551,35,0.4853,0.85,0.024,85.91545639,96.105,1.602,0.9928,2.1009,3.277
129,40,31,10,215.5,14.37,9.58,7.675,0.526809543,149,Green,258.6,122,36,29,9,227.13,8.48,0.582,5.310204082,41,0.3731,0.65,0.026341463,169.670049,190.476,3.175,2.0904,2.4649,3.871
128,22,28,8,197,13.13,8.76,10.45,0.462476636,122,Green,236.4,113,23,25,7,205.45,10.56,1.465,5.410119048,37,0.4576,0.85,0.022702703,96.61316548,103.558,1.726,1.0663,1.451,2.153
103,17,23,8,162,10.8,7.2,15.7,0.972028871,25,Red,194.4,115,16,21,7,179.55,13.96,0.941,5.416981132,30,0.6043,0.85,0.028,59.37396053,52.374,0.873,0.6048,1.5941,2.255
127,32,29,7,200.5,13.37,8.91,9.925,0.262728098,33,Red,240.6,131,29,33,7,199.68,10.81,1.012,5.4435,37,0.4661,0.85,0.022702703,94.42541664,92.673,1.545,0.9841,2.173,3.336
120,35,44,8,219.5,14.63,9.76,7.075,0.856151333,9,Red,263.4,126,39,45,8,195.43,7.52,0.398,5.633944954,40,0.3149,0.85,0.024,149.862532,133.291,2.222,1.5851,2.8113,4.361
106,11,41,7,187,12.47,8.31,11.95,4.805284601,8,Red,224.4,115,10,41,7,175.19,12.05,1.407,6.187861272,31,0.4656,0.85,0.027096774,79.76439797,91.435,1.524,1.0137,2.1081,2.979
114,40,31,5,190.5,12.7,8.47,11.425,1.801226081,84,Red,228.6,114,37,32,5,199.78,11.47,1.251,5.274468085,36,0.508,0.85,0.016666667,84.63959812,80.4,1.34,0.8857,2.0233,3.07
101,13,20,7,151.5,10.1,6.73,17.275,2.812125875,65,Red,181.8,88,11,19,6,156.64,15.14,1.223,5.619354839,27,0.6352,0.85,0.026666667,51.25707517,52.569,0.876,0.6103,1.5283,2.317
110,25,19,34,219,14.6,9.73,7.15,1.877243007,23,Red,262.8,111,28,21,31,221.04,7.48,0.675,6.036125654,37,0.2955,0.65,0.100540541,193.4086266,209.62,3.494,2.4085,2.7746,4.101
108,6,17,23,182.5,12.17,8.11,12.625,1.967873114,78,Red,219,111,7,17,21,192.52,14.18,0.691,6.096794872,31,0.5551,0.85,0.081290323,66.47322391,74.861,1.248,0.8461,1.9357,2.991
104,12,10,10,145,9.67,6.44,18.25,0.229323109,30,Red,174,112,12,9,10,150.98,16.02,1.089,5.206993007,28,0.7171,0.85,0.042857143,47.06851377,50.677,0.845,0.6023,1.478,2.198
102,22,17,23,184.5,12.3,8.2,12.325,1.534473216,26,Red,221.4,100,24,15,21,205.61,11.45,0.722,5.68875,33,0.4755,0.85,0.076363636,82.44616471,86.762,1.446,0.952,1.3144,2.013
77,19,16,8,126.5,8.43,5.62,21.025,2.238541863,134,Green,151.8,68,17,16,7,129.76,23.56,1.174,5.524074074,23,1.0032,1,0.036521739,24.13715651,23.891,0.398,0.2786,1.0798,1.623
70,16,19,33,172.5,11.5,7.67,14.125,0.693620481,107,Red,207,65,16,21,37,186.92,13.21,0.3,7.167625899,25,0.4493,0.85,0.1776,65.93890582,68.024,1.134,0.7413,1.7806,2.59
75,9,13,28,155,10.33,6.89,16.75,0.234925525,5,Red,186,72,9,12,31,143.31,17.52,0.805,6.808064516,24,0.6234,1,0.155,39.4585563,34.654,0.578,0.4059,1.3785,2.094
95,9,16,29,181.5,12.1,8.07,12.775,4.006066159,32,Red,217.8,99,8,18,26,191.2,12.91,1.719,6.423178808,29,0.483,0.85,0.107586207,72.46353664,80.81,1.347,0.8633,1.9443,2.999
77,17,17,22,155,10.33,6.89,16.75,3.538837898,134,Green,186,79,17,18,21,173.7,17.23,1.176,6.193333333,26,0.6655,0.85,0.096923077,47.2357109,47.856,0.798,0.5138,1.4702,2.331
73,16,14,34,170,11.33,7.56,14.5,3.67420282,100,Red,204,70,18,13,33,164.17,14.13,1.067,6.614925373,27,0.5156,0.85,0.146666667,62.82093176,54.154,0.903,0.6188,1.66,2.454
59,7,18,12,113.5,7.57,5.04,22.975,2.703962119,43,Red,136.2,68,6,15,13,123,21.6,1.794,6.252941176,19,0.8271,1,0.082105263,24.84793455,27.978,0.466,0.2966,1.0081,1.433
54,20,10,9,97,6.47,4.31,25.45,1.814210713,99,Red,116.4,56,19,9,9,103.54,22,0.3,5.303225806,18,0.9697,1,0.06,18.92244199,18.862,0.314,0.2005,1.8443,2.928
90,6,18,32,184,12.27,8.18,12.4,1.385724024,62,Red,220.8,83,5,19,28,159.69,13.31,0.674,6.87037037,28,0.4697,0.85,0.12,70.92637486,78.769,1.313,0.8479,1.9477,2.965
15,5,1,32,83,5.53,3.69,27.55,1.755616817,83,Red,99.6,13,5,1,34,85.03,29.58,0.84,9.179245283,10,0.8073,1,0.408,13.63496891,15.095,0.252,0.1725,1.5795,2.496
12,1,0,11,34.5,2.3,1.53,34.825,0.484755286,121,Green,41.4,11,1,0,11,30.67,36.61,1.343,7.969565217,5,1.1337,1,0.264,6.017337832,6.587,0.11,0.0777,0.6586,0.941
17,2,0,28,74,4.93,3.29,28.9,2.40619597,59,Red,88.8,16,2,0,26,84.37,30.15,1.35,8.809090909,9,0.8537,1,0.346666667,12.23901175,10.629,0.177,0.1214,1.3888,2.044
13,5,1,12,41,2.73,1.82,33.85,0.700543453,62,Red,49.2,12,5,1,12,44.83,31.25,0.654,7.266666667,6,1.05,1,0.24,6.608285714,6.107,0.102,0.0714,0.7708,1.105
15,5,0,21,59.5,3.97,2.64,31.075,0.390154647,124,Green,71.4,14,5,0,21,52.53,26.62,1.399,8.1,8,0.8126,1,0.315,11.55894216,12.861,0.214,0.1439,1.1423,1.782
18,4,0,11,42,2.8,1.87,33.7,1.623602658,17,Red,50.4,17,4,0,10,37.23,36.82,0.839,6.570967742,7,1.351,1,0.171428571,6.191775722,6.933,0.116,0.0717,0.791,1.241
12,4,0,21,56,3.73,2.49,31.6,4.547639394,103,Red,67.2,11,4,0,19,57.59,31.52,1.485,8.373529412,7,0.934,1,0.325714286,9.305360967,9.188,0.153,0.0956,1.0534,1.58
10,4,1,12,37.5,2.5,1.67,34.375,3.248347868,139,Green,45,11,4,1,12,35.76,32.38,0.587,7.560714286,5,1.0508,1,0.288,5.633279406,5.532,0.092,0.062,0.7052,1.018
15,2,0,25,66,4.4,2.93,30.1,1.504947602,88,Red,79.2,13,2,0,21,56.79,26.51,0.951,8.725,8,0.7571,1,0.315,11.83263585,10.679,0.178,0.1154,1.2412,1.778
11,0,0,24,59,3.93,2.62,31.15,3.868420026,137,Green,70.8,11,0,0,26,59.74,27.06,0.804,9.77027027,7,0.698,1,0.445714286,11.27836758,12.863,0.214,0.1365,1.1299,1.713
15,2,1,15,47.5,3.17,2.11,32.875,4.0895445,42,Red,57,15,2,1,14,45.9,31.38,1.422,7.815625,6,0.9889,1,0.28,7.769347558,7.101,0.118,0.0785,0.8911,1.338
20,3,1,29,81,5.4,3.6,27.85,1.988451186,25,Red,97.2,23,3,1,25,71.31,30.4,0.791,8.075,11,0.9304,1,0.272727273,12.88659916,11.692,0.195,0.1334,1.52,2.333
